field,n,coverage_pct,exact_accuracy_pct,cer_pct
name,126,99.20634920634922,89.68253968253968,1.7828200972447326
course,126,95.23809523809523,95.23809523809523,4.761904761904762
class,126,95.23809523809523,95.23809523809523,4.655172413793103
student_id,126,96.82539682539682,96.82539682539682,3.1746031746031744
OVERALL,504,96.62698412698413,94.24603174603175,3.192652525694293
