stage,mean_ms,median_ms,p95_ms
stage1_ms,96.63009602855522,93.77965002204292,124.64242502755951
stage2_ms,82.3803746025078,79.37195000704378,101.63207499135751
stage3_ms,289.6131269836111,294.9760000046808,321.84127501386683
stage4_ms,0.052861111249685996,0.04744998295791447,0.07979998190421611
total_ms,468.6812039631944,468.7622000055853,539.1674249985954
